-2.97,-0.39,,-0.39
-1.86,-0.03,0.5,-0.53
-1.72,0.03,0.54,-0.51
-1.94,-0.1,0.88,-0.98
-2.39,0.18,1.09,-0.91
-1.54,-0.27,0.23,-0.5
-1.78,-0.2,0.43,-0.63
