-1.68,-0.09,0.73,-0.82
-1.67,-0.15,0.6,-0.75
-1.91,0.03,0.14,-0.11
-2.01,0.11,0.25,-0.14
-2.17,0.01,1.03,-1.02
-1.45,-0.15,1.48,-1.63
-1.51,-0.13,0.96,-1.09
