-2.07,0.63
-2.86,0
-2.92,0
-2.39,0.96
-3.71,0.82
-3.06,0.43
-1.99,0.76
-1.8,-0.13
-2.91,0.26
-2.08,0.55
-3.01,0.69
-2.73,0.3
-2.19,0.02
-2.49,0.07
-2.69,0.2
-2.94,0.05
-2.83,0.17
-2.61,0.4
-2.69,0.35
-2.69,0.44
-2.58,0.46
-2.93,
-2.92,
-2.41,
-3.23,
-2.69,
-3.08,
-3.34,
-1.42,
-1.67,
-2.32,
-2.4,
-3.6,
-3.78,
-3.57,
-2.9,
