4053.0553,0.9758,11674.0377
4053.0951,0.9565,11772.2254
4053.1348,0.9648,11703.2884
4053.1746,0.9541,11907.7976
4053.2144,0.9104,12426.2303
4053.2541,0.8771,12845.7662
4053.2604,0.8728,12903.3912
4053.3002,0.8963,12667.3476
4053.3400,0.9234,12245.5973
4053.3798,0.9371,12063.0283
4053.4195,0.9386,12151.6260
4053.4593,0.9182,12325.9927
4053.4991,0.9096,12384.9716
4053.5388,0.9441,11945.7395
4053.5786,0.9481,12002.0802
4053.6184,0.9662,11703.3265
4053.6581,0.9732,11797.7396
4053.6979,0.9523,11801.0860
4053.7377,0.9394,12061.6843
4053.7774,0.8981,12437.2738
4053.8172,0.8814,12689.1156
4053.8570,0.9006,12324.2397
4053.8967,0.9559,11703.7633
4053.9365,0.9802,11511.6972
4053.9763,0.9663,11603.6731
4054.0160,0.9583,11652.3721
4054.0558,0.9501,11769.9351
4054.0956,0.9267,12070.7180
4054.1353,0.9405,11892.2236
4054.1751,0.9424,11866.1283
4054.2149,0.9526,11735.4383
4054.2546,0.9558,11664.8928
4054.2944,0.9621,11585.2962
4054.3342,0.9529,11693.6255
4054.3739,0.9386,11857.9669
4054.4137,0.9432,11889.7001
4054.4535,0.9483,11817.3769
4054.4932,0.9465,11823.0659
4054.5330,0.9561,11707.8838
4054.5728,0.9673,11651.3049
4054.6125,0.9545,11669.2968
4054.6523,0.9682,11661.6080
4054.6921,0.9401,11998.3151
4054.7318,0.9148,12241.4147
4054.7716,0.8513,14510.6137
4054.8114,0.8220,14931.5884
4054.8511,0.8221,14867.2539
4054.8909,0.8620,14231.4229
4054.9307,0.8751,13952.3420
4054.9705,0.8633,14132.6583
4055.0102,0.8404,14461.0495
4055.0500,0.8538,14280.2352
4055.0898,0.9092,13543.3039
4055.1295,0.9261,13316.9566
4055.1693,0.9463,13014.6715
4055.2091,0.9699,12681.8472
4055.2488,0.9532,12841.0256
4055.2886,0.9747,12592.3987
4055.3284,0.9577,12723.7301
4055.3681,0.9551,12918.6989
4055.4079,0.9309,13249.9289
4055.4477,0.9050,13722.2666
4055.4874,0.8904,13831.5909
4055.5272,0.8849,13822.1617
4055.5670,0.9101,13361.2348
4055.6067,0.9333,13091.2612
4055.6465,0.9526,12766.9829
4055.6863,0.9533,12817.7470
4055.7260,0.9473,12902.9673
4055.7658,0.9535,12906.5888
4055.8056,0.9597,12773.7966
4055.8453,0.9613,12823.2145
4055.8851,0.9584,12786.6674
4055.9249,0.9654,12781.4334
4055.9646,0.9629,12819.1285
4056.0044,0.9584,12934.7848
4056.0442,0.9472,12976.1557
4056.0839,0.9582,12948.2294
4056.1237,0.9694,12738.9447
4056.1635,0.9498,13083.5017
4056.2032,0.9433,13042.9026
4056.2430,0.9445,13001.8433
4056.2828,0.9537,12811.1890
4056.3225,0.9604,12793.9431
4056.3623,0.9608,12749.0115
4056.4021,0.9514,12866.3262
4056.4419,0.9450,13068.2701
4056.4816,0.9240,13302.9072
4056.5214,0.9312,13090.8723
4056.5612,0.9459,13003.7672
4056.6009,0.9560,12885.9637
4056.6407,0.9484,12974.5530
4056.6805,0.9550,12907.3692
4056.7202,0.9781,12670.9809
4056.7600,0.9693,12721.0049
4056.7998,0.9540,12802.5545
4056.8395,0.9353,12982.2871
4056.8793,0.9568,12764.5659
4056.9191,0.9530,12887.2543
4056.9588,0.9595,12861.8822
4056.9986,0.9479,12975.7534
4057.0384,0.9700,12645.1405
4057.0781,0.9514,12791.5638
4057.1179,0.9646,12665.2810
4057.1577,0.9468,12927.8070
4057.1974,0.9403,12941.8448
4057.2372,0.9461,12851.5370
4057.2770,0.9095,13320.5697
4057.3167,0.9031,13415.0592
4057.3565,0.9175,13283.6055
4057.3963,0.9134,13357.0009
4057.4360,0.8934,13622.0252
4057.4758,0.8771,13860.5914
4057.5156,0.8737,13932.7938
4057.5553,0.9187,13329.3817
4057.5951,0.9441,12912.9838
4057.6349,0.9675,12658.1692
4057.6746,0.9405,12931.4352
4057.7144,0.9536,12769.7341
4057.7542,0.9451,12886.2079
4057.7939,0.9550,12765.7316
4057.8337,0.9591,12662.9009
4057.8735,0.9554,12775.7634
4057.9132,0.9574,12732.0813
4057.9530,0.9515,12825.7536
4057.9928,0.9604,12742.3805
4058.0326,0.9577,12767.5688
4058.0723,0.9672,12594.7268
4058.1121,0.9260,13068.7472
4058.1519,0.8691,13900.0446
4058.1916,0.8119,14843.0377
4058.2314,0.8469,14297.8126
4058.2712,0.8963,13489.8016
4058.3109,0.9408,12971.5056
4058.3507,0.9377,12922.9738
4058.3905,0.9561,12775.9322
4058.4302,0.9554,12704.3537
4058.4700,0.9702,12535.1725
4058.5098,0.9461,12817.1867
4058.5495,0.9566,12574.5952
4058.5893,0.9656,12549.2706
4058.6291,0.9562,12630.4424
4058.6688,0.9086,13307.4578
4058.7086,0.8734,13837.2516
4058.7484,0.8391,14273.1892
4058.7881,0.8946,13451.4226
4058.8279,0.9017,13352.3156
4058.8677,0.9062,13410.4572
4058.9074,0.9295,13128.5054
4058.9472,0.9385,12998.5325
4058.9870,0.9320,12990.6020
4059.0267,0.9650,12548.1978
4059.0665,0.9668,12557.1522
4059.1063,0.9573,12773.5580
4059.1460,0.9508,12827.0596
4059.1858,0.9517,12868.7005
4059.2256,0.9401,12927.8816
4059.2653,0.9471,12814.3193
4059.3051,0.9536,12798.5524
4059.3449,0.9547,12775.8791
4059.3846,0.9436,12849.3069
4059.4244,0.9314,12903.4586
4059.4642,0.9318,12978.0180
4059.5040,0.9409,12896.0731
4059.5437,0.9429,12843.7711
4059.5835,0.9535,12787.3121
4059.6233,0.9261,13095.4771
4059.6630,0.9187,13322.1326
4059.7028,0.9470,12926.4492
4059.7426,0.8991,13533.5301
4059.7823,0.9224,13097.8747
4059.8221,0.9501,12790.6403
4059.8619,0.9475,12802.7409
4059.9016,0.9144,13170.2738
4059.9414,0.8976,13378.2440
4059.9812,0.9229,13103.8361
4060.0209,0.9690,12557.5109
4060.0607,0.9665,12655.7728
4060.1005,0.9736,12427.3292
4060.1402,0.9514,12617.2493
4060.1800,0.9583,12507.2481
4060.2198,0.9514,12625.5669
4060.2595,0.9457,12782.4104
4060.2993,0.9572,12650.9727
4060.3391,0.9766,12436.0684
4060.3788,0.9677,12538.8387
4060.4186,0.9504,12708.1310
4060.4584,0.9569,12739.5818
4060.4981,0.9574,12652.0557
4060.5379,0.9732,12541.3475
4060.5777,0.9454,12818.9634
4060.6174,0.9530,12746.5888
4060.6572,0.9659,12668.0488
4060.6970,0.9583,12739.4473
4060.7367,0.9526,12835.7800
4060.7765,0.9597,12772.0534
4060.8163,0.9702,12621.0120
4060.8560,0.9627,12693.2364
4060.8958,0.9564,12758.9926
4060.9356,0.9443,12897.8080
4060.9753,0.9371,13008.6094
4061.0151,0.8209,14635.0320
4061.0549,0.7333,16339.8086
4061.0947,0.7061,16793.1809
4061.1344,0.8124,14797.3299
4061.1742,0.9227,13119.1144
4061.2140,0.9352,12892.6121
4061.2537,0.9649,12561.8208
4061.2935,0.9522,12675.7841
4061.3333,0.9648,12445.0008
4061.3730,0.9515,12647.5350
4061.4128,0.9636,12456.0466
4061.4526,0.9587,12469.0406
4061.4923,0.9718,12319.7075
4061.5321,0.9612,12513.3379
4061.5719,0.9758,12336.3373
4061.6116,0.9617,12444.5309
4061.6514,0.9512,12665.5592
4061.6912,0.9540,12563.7395
4061.7309,0.9490,12657.7673
4061.7707,0.9593,12466.8710
4061.8105,0.9531,12507.2846
4061.8502,0.9459,12541.8525
4061.8900,0.9561,12498.3751
4061.9298,0.9588,12469.3334
4061.9695,0.9536,12611.9674
4062.0093,0.9477,12597.0164
4062.0491,0.9796,12187.6456
4062.0888,0.9782,12189.1791
4062.1286,0.9683,12319.4454
4062.1684,0.9532,12407.3814
4062.2081,0.9467,12551.9603
4062.2479,0.9443,12639.8271
4062.2877,0.9634,12480.9940
4062.3274,0.9087,13029.4629
4062.3672,0.8225,14456.4373
4062.4070,0.6843,16813.0696
4062.4467,0.6968,16478.7975
4062.4865,0.8004,14609.1370
4062.5263,0.9038,13092.1157
4062.5661,0.9250,12860.1752
4062.6058,0.9557,12504.0632
4062.6456,0.9404,12668.4084
4062.6854,0.9402,12616.8397
4062.7251,0.9242,12891.5038
4062.7649,0.9346,12687.4928
4062.8047,0.9019,13126.2819
4062.8444,0.9105,12908.5654
4062.8842,0.9349,12706.6990
4062.9240,0.9239,12737.4830
4062.9637,0.9366,12643.8176
