,14,0.110181,3.5560,5.3584,-2.7010,11.9183,12.9009,10.9841
,15,0.120917,3.5689,5.3128,-2.5638,11.5281,12.4430,10.6244
,16,0.132301,3.5802,5.2697,-2.4361,11.1711,12.0325,10.2931
,17,0.143685,3.5888,5.2329,-2.3289,10.8767,11.6998,10.0181
,18,0.154625,3.5948,5.2031,-2.2434,10.6465,11.4441,9.8013
,19,0.165030,3.5990,5.1789,-2.1741,10.4618,11.2418,9.6262
,20,0.175321,3.6024,5.1577,-2.1132,10.3005,11.0664,9.4726
,21,0.186209,3.6054,5.1376,-2.0546,10.1461,10.8993,9.3253
,22,0.198643,3.6086,5.1170,-1.9933,9.9844,10.7247,9.1710
,23,0.214628,3.6123,5.0938,-1.9216,9.7952,10.5207,8.9904
,24,0.237879,3.6169,5.0660,-1.8306,9.5550,10.2623,8.7610
,25,0.266599,3.6219,5.0382,-1.7337,9.2986,9.9864,8.5164
,26,0.292766,3.6258,5.0190,-1.6580,9.0977,9.7700,8.3250
,27,0.309439,3.6282,5.0091,-1.6146,8.9822,9.6457,8.2153
,28,0.322027,3.6298,5.0022,-1.5840,8.9010,9.5584,8.1380
,29,0.332376,3.6311,4.9967,-1.5595,8.8358,9.4881,8.0760
,30,0.341425,3.6323,4.9917,-1.5381,8.7787,9.4265,8.0219
,31,0.348567,3.6333,4.9877,-1.5212,8.7335,9.3775,7.9791
,32,0.353827,3.6341,4.9844,-1.5085,8.6994,9.3408,7.9470
,33,0.358172,3.6347,4.9815,-1.4977,8.6705,9.3094,7.9197
,34,0.362389,3.6354,4.9786,-1.4870,8.6421,9.2786,7.8928
,35,0.367138,3.6361,4.9751,-1.4750,8.6100,9.2439,7.8624
,36,0.373139,3.6370,4.9702,-1.4593,8.5683,9.1988,7.8229
,37,0.380265,3.6382,4.9635,-1.4394,8.5152,9.1411,7.7728
,38,0.386584,3.6394,4.9565,-1.4204,8.4641,9.0851,7.7247
,39,0.392127,3.6405,4.9502,-1.4034,8.4183,9.0351,7.6818
,40,0.398098,3.6417,4.9424,-1.3841,8.3665,8.9786,7.6332
,41,0.406000,3.6434,4.9323,-1.3587,8.2979,8.9033,7.5691
,42,0.418503,3.6464,4.9177,-1.3193,8.1908,8.7850,7.4695
,43,0.434587,3.6507,4.8995,-1.2674,8.0486,8.6267,7.3387
,44,0.450574,3.6555,4.8808,-1.2135,7.9001,8.4604,7.2027
,45,0.462339,3.6595,4.8662,-1.1718,7.7846,8.3306,7.0977
,46,0.472776,3.6634,4.8527,-1.1330,7.6771,8.2094,7.0002
,47,0.482660,3.6674,4.8398,-1.0952,7.5720,8.0905,6.9053
,48,0.492007,3.6714,4.8278,-1.0588,7.4705,7.9754,6.8143
,49,0.500841,3.6754,4.8168,-1.0240,7.3735,7.8651,6.7275
,50,0.509117,3.6794,4.8067,-0.9908,7.2808,7.7598,6.6449
,51,0.516988,3.6836,4.7975,-0.9585,7.1907,7.6574,6.5645
,52,0.521600,3.6860,4.7920,-0.9392,7.1373,7.5969,6.5167
,53,0.526178,3.6886,4.7867,-0.9199,7.0839,7.5364,6.4690
,54,0.530759,3.6912,4.7816,-0.9004,7.0301,7.4756,6.4210
,55,0.535370,3.6939,4.7763,-0.8808,6.9762,7.4146,6.3727
,56,0.540026,3.6966,4.7709,-0.8609,6.9215,7.3529,6.3238
,57,0.544734,3.6993,4.7656,-0.8407,6.8663,7.2908,6.2745
,58,0.549509,3.7021,4.7601,-0.8202,6.8106,7.2280,6.2247
,59,0.554316,3.7050,4.7545,-0.7996,6.7546,7.1650,6.1746
,60,0.559118,3.7078,4.7490,-0.7788,6.6986,7.1020,6.1245
,61,0.563884,3.7107,4.7434,-0.7580,6.6428,7.0394,6.0747
,62,0.568606,3.7136,4.7380,-0.7374,6.5876,6.9776,6.0253
,63,0.573264,3.7165,4.7325,-0.7169,6.5331,6.9167,5.9763
,64,0.577853,3.7193,4.7270,-0.6967,6.4796,6.8570,5.9282
,65,0.582361,3.7220,4.7216,-0.6767,6.4270,6.7984,5.8811
,66,0.586785,3.7248,4.7162,-0.6571,6.3755,6.7408,5.8350
,67,0.591123,3.7275,4.7108,-0.6378,6.3250,6.6841,5.7901
,68,0.595372,3.7301,4.7055,-0.6189,6.2756,6.6288,5.7462
,69,0.599534,3.7326,4.7001,-0.6003,6.2274,6.5749,5.7032
,70,0.603601,3.7351,4.6947,-0.5821,6.1804,6.5226,5.6611
,71,0.607570,3.7376,4.6894,-0.5642,6.1345,6.4717,5.6199
,72,0.611449,3.7399,4.6841,-0.5467,6.0896,6.4219,5.5796
,73,0.615237,3.7422,4.6788,-0.5294,6.0456,6.3733,5.5401
,74,0.618945,3.7445,4.6735,-0.5125,6.0025,6.3256,5.5013
,75,0.622575,3.7467,4.6682,-0.4959,5.9602,6.2789,5.4633
,76,0.626130,3.7488,4.6630,-0.4795,5.9187,6.2330,5.4260
,77,0.629621,3.7510,4.6576,-0.4634,5.8777,6.1879,5.3891
,78,0.633043,3.7530,4.6523,-0.4475,5.8375,6.1436,5.3530
,79,0.636408,3.7550,4.6470,-0.4318,5.7980,6.1000,5.3175
,80,0.639715,3.7570,4.6417,-0.4163,5.7593,6.0573,5.2829
,81,0.642967,3.7589,4.6363,-0.4011,5.7212,6.0152,5.2488
,82,0.647729,3.7618,4.6283,-0.3785,5.6653,5.9535,5.1988
,83,0.652510,3.7646,4.6201,-0.3557,5.6087,5.8914,5.1479
,84,0.657284,3.7674,4.6116,-0.3328,5.5516,5.8291,5.0963
,85,0.662037,3.7702,4.6028,-0.3097,5.4942,5.7666,5.0443
,86,0.666764,3.7730,4.5938,-0.2864,5.4366,5.7039,4.9921
,87,0.671461,3.7758,4.5846,-0.2631,5.3788,5.6411,4.9397
,88,0.676122,3.7785,4.5751,-0.2396,5.3209,5.5784,4.8872
,89,0.680746,3.7813,4.5655,-0.2160,5.2628,5.5155,4.8344
,90,0.685331,3.7839,4.5555,-0.1924,5.2046,5.4526,4.7815
,91,0.689872,3.7866,4.5453,-0.1687,5.1462,5.3896,4.7284
,92,0.694367,3.7892,4.5347,-0.1449,5.0875,5.3264,4.6749
,93,0.698815,3.7918,4.5239,-0.1208,5.0285,5.2631,4.6210
,94,0.703217,3.7944,4.5126,-0.0967,4.9691,5.1996,4.5665
,95,0.707579,3.7969,4.5011,-0.0725,4.9094,5.1359,4.5117
,96,0.711881,3.7993,4.4891,-0.0481,4.8497,5.0720,4.4572
,97,0.716109,3.8017,4.4767,-0.0236,4.7901,5.0081,4.4028
,98,0.720244,3.8040,4.4638,0.0010,4.7303,4.9441,4.3482
,99,0.724274,3.8062,4.4504,0.0255,4.6701,4.8801,4.2927
,100,0.728183,3.8083,4.4366,0.0500,4.6095,4.8162,4.2364
,101,0.731965,3.8103,4.4224,0.0746,4.5487,4.7525,4.1797
,102,0.735611,3.8122,4.4078,0.0990,4.4880,4.6890,4.1228
,103,0.739116,3.8140,4.3928,0.1233,4.4275,4.6259,4.0660
,104,0.742478,3.8157,4.3773,0.1475,4.3674,4.5633,4.0092
,105,0.745695,3.8173,4.3615,0.1715,4.3076,4.5013,3.9527
,106,0.748768,3.8187,4.3453,0.1953,4.2485,4.4399,3.8966
,107,0.751701,3.8201,4.3289,0.2189,4.1898,4.3791,3.8410
,108,0.754500,3.8213,4.3119,0.2423,4.1316,4.3190,3.7856
,109,0.757175,3.8224,4.2947,0.2654,4.0738,4.2595,3.7305
,110,0.759736,3.8234,4.2772,0.2885,4.0164,4.2005,3.6755
,111,0.762195,3.8243,4.2594,0.3112,3.9594,4.1421,3.6208
,112,0.762847,3.8245,4.2545,0.3174,3.9440,4.1264,3.6059
,113,0.763498,3.8247,4.2495,0.3236,3.9283,4.1104,3.5907
,114,0.764147,3.8249,4.2446,0.3298,3.9129,4.0946,3.5758
,115,0.764794,3.8251,4.2395,0.3360,3.8973,4.0787,3.5607
,116,0.765440,3.8254,4.2344,0.3424,3.8813,4.0624,3.5453
,117,0.766082,3.8256,4.2292,0.3487,3.8655,4.0463,3.5300
,118,0.766718,3.8258,4.2242,0.3551,3.8496,4.0300,3.5146
,119,0.767350,3.8261,4.2190,0.3617,3.8330,4.0130,3.4986
,120,0.767978,3.8264,4.2140,0.3683,3.8165,3.9961,3.4828
,121,0.768601,3.8267,4.2089,0.3749,3.7999,3.9791,3.4669
,122,0.769219,3.8271,4.2040,0.3817,3.7828,3.9614,3.4507
,123,0.769833,3.8275,4.1990,0.3885,3.7657,3.9438,3.4345
,124,0.770444,3.8279,4.1941,0.3954,3.7484,3.9259,3.4181
,125,0.771051,3.8283,4.1892,0.4024,3.7310,3.9079,3.4016
,126,0.771655,3.8287,4.1841,0.4094,3.7134,3.8897,3.3848
,127,0.772254,3.8290,4.1788,0.4164,3.6956,3.8713,3.3678
,128,0.772849,3.8293,4.1732,0.4236,3.6775,3.8530,3.3505
,129,0.773439,3.8296,4.1672,0.4308,3.6594,3.8344,3.3329
,130,0.774022,3.8297,4.1608,0.4382,3.6409,3.8157,3.3148
,131,0.774600,3.8298,4.1540,0.4456,3.6222,3.7968,3.2965
,132,0.775171,3.8299,4.1470,0.4531,3.6033,3.7778,3.2778
,133,0.775737,3.8299,4.1398,0.4607,3.5842,3.7587,3.2589
,134,0.776298,3.8299,4.1324,0.4683,3.5649,3.7394,3.2397
,135,0.776854,3.8298,4.1249,0.4760,3.5455,3.7200,3.2204
,136,0.777403,3.8297,4.1171,0.4838,3.5258,3.7004,3.2007
,137,0.777946,3.8296,4.1092,0.4916,3.5060,3.6807,3.1808
,138,0.778482,3.8294,4.1008,0.4995,3.4861,3.6609,3.1606
,139,0.779010,3.8291,4.0921,0.5075,3.4659,3.6410,3.1400
,140,0.779531,3.8288,4.0830,0.5156,3.4455,3.6210,3.1192
,141,0.780045,3.8285,4.0737,0.5237,3.4249,3.6008,3.0980
,142,0.780551,3.8280,4.0641,0.5319,3.4041,3.5805,3.0766
,143,0.781048,3.8276,4.0541,0.5402,3.3831,3.5602,3.0548
