-1.98,0.04,0.99,-0.95
-1.66,0.14,0.62,-0.48
-1.56,0.07,0.31,-0.24
-1.77,-0.21,0.24,-0.45
-1.24,-0.25,0.19,-0.44
-2.1,0,0.44,-0.44
-0.97,-0.1,1.4,-1.5
-1.72,0.07,0.25,-0.18
-1.2,-0.17,-0.31,0.14
-2.03,-0.01,0.02,-0.03
-2.38,-0.12,0.21,-0.33
