-3.15,0.94
-2.39,0.09
-2.36,-0.13
-2.93,0.15
-2.58,0.19
-3.06,0.4
-1.99,-0.05
-1.8,0.37
-3.42,1
-2.19,0.92
-2.93,0.33
-2.69,0
-2.61,-0.08
-2.69,0.33
-2.69,0.19
-2.58,0.22
-1.42,0.15
-2.9,0.37
