# Object,[Fe/H],[Ca/H]
SAGA_For_001342,-1.48,-1.12
SAGA_For_001343,-0.79,
SAGA_For_001343,-0.62,-0.82
SAGA_For_001345,-0.84,-1.01
SAGA_For_001346,-0.61,-0.4
SAGA_For_001347,-1.17,
SAGA_For_001347,-1,-1.24
SAGA_For_001348,-0.69,
SAGA_For_001348,-0.71,-0.78
SAGA_For_001349,-1.24,
SAGA_For_001349,-1.08,-1.32
SAGA_For_001351,-0.95,-1.1
SAGA_For_001352,-1.45,
SAGA_For_001352,-1.26,-1.45
SAGA_For_001353,-0.56,-0.57
SAGA_For_001355,-0.79,-0.08
SAGA_For_001356,-0.76,-0.63
SAGA_For_001358,-0.9,-0.67
SAGA_For_001359,-1.35,-0.36
SAGA_For_001360,-0.84,-0.49
SAGA_For_001361,-1.43,
SAGA_For_001361,-1.1,-1.61
SAGA_For_001362,-0.8,
SAGA_For_001362,-0.56,-0.95
SAGA_For_001363,-0.77,-0.68
SAGA_For_001364,-0.63,-0.97
SAGA_For_001365,-0.98,-0.05
SAGA_For_001366,-0.88,-1.06
SAGA_For_001367,-0.82,-0.41
SAGA_For_001368,-1.08,-0.49
SAGA_For_001369,-0.87,-1.18
SAGA_For_001372,-0.61,0.33
SAGA_For_001373,-0.96,-0.5
SAGA_For_001374,-0.73,-1.43
SAGA_For_001375,-1.16,-0.98
SAGA_For_001376,-1.04,-1.46
SAGA_For_001377,-2.06,-1.85
SAGA_For_001378,-0.85,-1.17
SAGA_For_001379,-1.12,-0.91
SAGA_For_001382,-0.63,-1.18
SAGA_For_001383,-0.81,-1.32
SAGA_For_001384,-0.38,-1.27
SAGA_For_001385,-0.86,-0.91
SAGA_For_001390,-2.05,-2.03
SAGA_For_001396,-0.64,-1.2
SAGA_For_001403,-1.39,-1.42
SAGA_For_001410,-2.4,-1.95
SAGA_For_001425,-0.98,-1.28
SAGA_For_001426,-1.79,-1.78
SAGA_For_001433,-2.55,-1.84
SAGA_For_001447,-0.76,-1.03
SAGA_For_001456,-0.81,-1.09
SAGA_For_001469,-1.92,-1.82
SAGA_For_001473,-1.48,-1.63
SAGA_For_001482,-2.68,-2.48
SAGA_For_001483,-0.92,-1.41
SAGA_For_001486,-1.51,-1.57
SAGA_For_001486,-1.56,
SAGA_For_001488,-1.02,-1.16
SAGA_For_001489,-1,-1.17
SAGA_For_001502,-0.96,-1.23
SAGA_For_001507,-0.85,-1.29
SAGA_For_001508,-0.97,-1.11
SAGA_For_001522,-2.17,-1.73
SAGA_For_001529,-0.97,-0.92
SAGA_For_001530,-0.8,-1.09
SAGA_For_001539,-0.54,-0.89
SAGA_For_001546,-0.48,-0.67
SAGA_For_001551,-1.02,-1.2
SAGA_For_001554,-0.7,-0.89
SAGA_For_001561,-0.48,-0.79
SAGA_For_001564,-0.6,-1.01
SAGA_For_001575,-1.87,-1.68
SAGA_For_001576,-1.15,-1.65
SAGA_For_001577,-0.77,-1.07
SAGA_Scl_000001,-1.98,-1.58
SAGA_Scl_000001,-1.95,-1.05
SAGA_Scl_000001,-1.61,
SAGA_Scl_000001,-2.14,
SAGA_Scl_000001,-1.61,
SAGA_Scl_000001,-2.01,-1.36
SAGA_Scl_000001,-2.13,
SAGA_Scl_000002,-1.66,-1.4
SAGA_Scl_000002,-1.86,-1.52
SAGA_Scl_000002,-1.6,
SAGA_Scl_000002,-1.58,-1.33
SAGA_Scl_000002,-1.6,
SAGA_Scl_000002,-1.79,-1.85
SAGA_Scl_000003,-1.56,-1.32
SAGA_Scl_000003,-1.79,-1.4
SAGA_Scl_000003,-1.77,
SAGA_Scl_000003,-1.75,-1.44
SAGA_Scl_000003,-1.77,
SAGA_Scl_000003,-1.76,-1.4
SAGA_Scl_000004,-1.77,-1.58
SAGA_Scl_000004,-1.77,-1.53
SAGA_Scl_000004,-1.8,
SAGA_Scl_000004,-1.78,-1.71
SAGA_Scl_000004,-1.8,
SAGA_Scl_000004,-1.68,-1.42
SAGA_Scl_000005,-1.24,-1.16
SAGA_Scl_000005,-1.22,-1.41
SAGA_Scl_000005,-1.35,
SAGA_Scl_000005,-1.33,-1.2
SAGA_Scl_000005,-1.35,
SAGA_Scl_000005,-1.07,-1.24
SAGA_Scl_000006,-2.1,-1.96
SAGA_Scl_000006,-2.03,-1.94
SAGA_Scl_000006,-2.18,
SAGA_Scl_000006,-2.17,
SAGA_Scl_000006,-2.16,-1.93
SAGA_Scl_000006,-2.18,
SAGA_Scl_000006,-2,-1.89
SAGA_Scl_000006,-2.15,
SAGA_Scl_000007,-0.97,-1.11
SAGA_Scl_000007,-0.82,-1.12
SAGA_Scl_000007,-0.79,-1.1
SAGA_Scl_000008,-1.72,-1.53
SAGA_Scl_000008,-1.6,-1.58
SAGA_Scl_000008,-1.68,
SAGA_Scl_000008,-1.66,-1.47
SAGA_Scl_000008,-1.68,
SAGA_Scl_000008,-1.46,-1.53
SAGA_Scl_000009,-1.2,-1.32
SAGA_Scl_000009,-1.2,-1.25
SAGA_Scl_000009,-0.92,
SAGA_Scl_000009,-0.9,-1
SAGA_Scl_000009,-0.92,
SAGA_Scl_000009,-0.96,-1.12
SAGA_Scl_000010,-1.35,
SAGA_Scl_000010,-1.33,-1.25
SAGA_Scl_000010,-1.35,
SAGA_Scl_000011,-0.89,
SAGA_Scl_000011,-0.87,-0.97
SAGA_Scl_000011,-0.89,
SAGA_Scl_000012,-1.16,
SAGA_Scl_000012,-1.15,-1.11
SAGA_Scl_000012,-1.16,
SAGA_Scl_000013,-1.15,-0.51
SAGA_Scl_000013,-1.1,
SAGA_Scl_000013,-1.08,-0.99
SAGA_Scl_000013,-0.99,-0.45
SAGA_Scl_000014,-1.65,-1.97
SAGA_Scl_000014,-1.49,
SAGA_Scl_000014,-1.47,-1.31
SAGA_Scl_000014,-1.1,
SAGA_Scl_000014,-1.25,-1.43
SAGA_Scl_000015,-2.35,
SAGA_Scl_000015,-2.33,-2.02
SAGA_Scl_000015,-2.35,
SAGA_Scl_000016,-1.28,-1.58
SAGA_Scl_000016,-1.39,
SAGA_Scl_000016,-1.13,-1.16
SAGA_Scl_000016,-1.15,
SAGA_Scl_000016,-1.12,-1.64
SAGA_Scl_000017,-1.39,
SAGA_Scl_000017,-1.37,-1.34
SAGA_Scl_000017,-1.39,
SAGA_Scl_000018,-1.86,
SAGA_Scl_000018,-1.84,-1.7
SAGA_Scl_000018,-1.86,
SAGA_Scl_000018,-1.73,
SAGA_Scl_000019,-1.65,-1.4
SAGA_Scl_000019,-1.7,
SAGA_Scl_000019,-1.72,
SAGA_Scl_000019,-1.68,-1.5
SAGA_Scl_000019,-1.7,
SAGA_Scl_000019,-1.57,-1.31
SAGA_Scl_000019,-1.7,
SAGA_Scl_000020,-1.01,-0.96
SAGA_Scl_000020,-1.07,
SAGA_Scl_000020,-1.11,
SAGA_Scl_000020,-1.05,-1.02
SAGA_Scl_000020,-1.07,
SAGA_Scl_000020,-0.92,-1.11
SAGA_Scl_000020,-1.1,
SAGA_Scl_000021,-1.56,-1.43
SAGA_Scl_000021,-1.65,
SAGA_Scl_000021,-1.63,-1.47
SAGA_Scl_000021,-1.65,
SAGA_Scl_000021,-1.58,-1.35
SAGA_Scl_000022,-1.74,-1.47
SAGA_Scl_000022,-1.93,
SAGA_Scl_000022,-1.91,-1.63
SAGA_Scl_000022,-1.93,
SAGA_Scl_000022,-1.65,-1.4
SAGA_Scl_000024,-1.83,-1.37
SAGA_Scl_000024,-1.74,
SAGA_Scl_000024,-2.03,
SAGA_Scl_000024,-1.72,-1.44
SAGA_Scl_000024,-1.74,
SAGA_Scl_000024,-1.98,-1.23
SAGA_Scl_000024,-2.02,
SAGA_Scl_000026,-1.89,-1.65
SAGA_Scl_000026,-2.03,
SAGA_Scl_000026,-2.03,-1.85
SAGA_Scl_000027,-1.18,
SAGA_Scl_000027,-1.16,-1.23
SAGA_Scl_000027,-1.18,
SAGA_Scl_000028,-2.16,-1.85
SAGA_Scl_000028,-2.04,
SAGA_Scl_000028,-2.02,-1.73
SAGA_Scl_000028,-2.04,
SAGA_Scl_000028,-2.54,
SAGA_Scl_000028,-2.23,-1.76
SAGA_Scl_000029,-1.45,-1.44
SAGA_Scl_000029,-1.5,
SAGA_Scl_000029,-1.57,
SAGA_Scl_000029,-1.48,-1.33
SAGA_Scl_000029,-1.5,
SAGA_Scl_000029,-1.41,-1.5
SAGA_Scl_000029,-1.55,
SAGA_Scl_000030,-1.12,-1.2
SAGA_Scl_000030,-1.07,
SAGA_Scl_000030,-1.25,
SAGA_Scl_000030,-1.05,-1.1
SAGA_Scl_000030,-1.07,
SAGA_Scl_000030,-1.08,-1.2
SAGA_Scl_000030,-1.24,
SAGA_Scl_000031,-1.96,
SAGA_Scl_000031,-1.8,
SAGA_Scl_000031,-1.89,
SAGA_Scl_000031,-1.78,-1.61
SAGA_Scl_000031,-1.8,
SAGA_Scl_000031,-1.81,-1.18
SAGA_Scl_000031,-1.88,
SAGA_Scl_000032,-1.47,
SAGA_Scl_000032,-1.45,-1.46
SAGA_Scl_000032,-1.47,
SAGA_Scl_000032,-1.49,
SAGA_Scl_000033,-1.9,
SAGA_Scl_000033,-1.89,-1.49
SAGA_Scl_000033,-1.9,
SAGA_Scl_000034,-1.81,-1.73
SAGA_Scl_000034,-1.89,
SAGA_Scl_000034,-1.87,-1.58
SAGA_Scl_000034,-1.89,
SAGA_Scl_000034,-1.83,-1.62
SAGA_Scl_000034,-1.84,
SAGA_Scl_000035,-2.35,
SAGA_Scl_000035,-2.33,-2.02
SAGA_Scl_000035,-2.35,
SAGA_Scl_000035,-2.78,
SAGA_Scl_000036,-1.46,
SAGA_Scl_000036,-1.44,-1.37
SAGA_Scl_000036,-1.46,
SAGA_Scl_000036,-1.62,
SAGA_Scl_000037,-0.97,-1.05
SAGA_Scl_000037,-1.08,
SAGA_Scl_000037,-1.06,
SAGA_Scl_000037,-1.07,-1.16
SAGA_Scl_000037,-1.08,
SAGA_Scl_000037,-0.85,-1.13
SAGA_Scl_000037,-1.05,
SAGA_Scl_000038,-2.01,-1.94
SAGA_Scl_000038,-1.86,
SAGA_Scl_000038,-1.84,-1.69
SAGA_Scl_000038,-1.86,
SAGA_Scl_000038,-2.15,
SAGA_Scl_000038,-2.17,
SAGA_Scl_000038,-1.97,-1.77
SAGA_Scl_000038,-2.01,
SAGA_Scl_000039,-1.47,-1.97
SAGA_Scl_000039,-1.41,
SAGA_Scl_000039,-1.39,-1.41
SAGA_Scl_000039,-1.41,
SAGA_Scl_000039,-1.27,-1.57
SAGA_Scl_000039,-1.35,
SAGA_Scl_000040,-1.69,
SAGA_Scl_000040,-1.67,-1.54
SAGA_Scl_000040,-1.69,
SAGA_Scl_000041,-2.16,
SAGA_Scl_000041,-2.14,-1.95
SAGA_Scl_000041,-2.16,
SAGA_Scl_000042,-2.06,
SAGA_Scl_000042,-2.73,
SAGA_Scl_000042,-2.45,-2.28
SAGA_Scl_000043,-2.21,-1.96
SAGA_Scl_000043,-1.96,
SAGA_Scl_000043,-2.43,
SAGA_Scl_000043,-1.94,-1.83
SAGA_Scl_000043,-1.96,
SAGA_Scl_000043,-2.26,-1.87
SAGA_Scl_000043,-2.41,
SAGA_Scl_000044,-1.28,
SAGA_Scl_000044,-1.26,-1.21
SAGA_Scl_000044,-1.28,
SAGA_Scl_000045,-1.74,-1.79
SAGA_Scl_000045,-1.71,
SAGA_Scl_000045,-1.84,
SAGA_Scl_000045,-1.69,-1.65
SAGA_Scl_000045,-1.71,
SAGA_Scl_000045,-1.92,
SAGA_Scl_000045,-1.68,-1.68
SAGA_Scl_000045,-1.83,
SAGA_Scl_000046,-1.17,-1.06
SAGA_Scl_000046,-1.32,
SAGA_Scl_000046,-1.31,
SAGA_Scl_000046,-1.31,-1.24
SAGA_Scl_000046,-1.32,
SAGA_Scl_000046,-1.11,-0.98
SAGA_Scl_000046,-1.3,
SAGA_Scl_000047,-2.13,-2.39
SAGA_Scl_000047,-2,
SAGA_Scl_000047,-1.98,-1.81
SAGA_Scl_000047,-2,
SAGA_Scl_000047,-2.13,-2.28
SAGA_Scl_000048,-1.17,
SAGA_Scl_000048,-1.15,-1.14
SAGA_Scl_000048,-1.17,
SAGA_Scl_000049,-1.23,-1.05
SAGA_Scl_000049,-0.93,
SAGA_Scl_000049,-1.19,
SAGA_Scl_000049,-0.91,-0.89
SAGA_Scl_000049,-0.93,
SAGA_Scl_000049,-0.96,-1.12
SAGA_Scl_000049,-1.17,
SAGA_Scl_000050,-1.62,
SAGA_Scl_000050,-1.6,-1.35
SAGA_Scl_000050,-1.62,
SAGA_Scl_000051,-1.47,-1.21
SAGA_Scl_000052,-1.83,
SAGA_Scl_000052,-1.82,-1.61
SAGA_Scl_000052,-1.83,
SAGA_Scl_000052,-2.12,
SAGA_Scl_000053,-1.48,
SAGA_Scl_000053,-1.46,-1.23
SAGA_Scl_000053,-1.48,
SAGA_Scl_000054,-1.11,
SAGA_Scl_000054,-1.09,-1.23
SAGA_Scl_000054,-1.11,
SAGA_Scl_000055,-1.21,
SAGA_Scl_000055,-1.19,-1.21
SAGA_Scl_000055,-1.21,
SAGA_Scl_000056,-1.1,
SAGA_Scl_000056,-1.08,-1.13
SAGA_Scl_000056,-1.1,
SAGA_Scl_000057,-1.63,-1.8
SAGA_Scl_000057,-1.85,
SAGA_Scl_000057,-1.67,
SAGA_Scl_000057,-1.83,-1.68
SAGA_Scl_000057,-1.85,
SAGA_Scl_000057,-1.46,-1.58
SAGA_Scl_000058,-2.44,-2.65
SAGA_Scl_000058,-2.1,
SAGA_Scl_000058,-2.83,
SAGA_Scl_000059,-1.97,
SAGA_Scl_000059,-1.95,-1.73
SAGA_Scl_000059,-1.97,
SAGA_Scl_000060,-1.35,-1.46
SAGA_Scl_000060,-1.33,
SAGA_Scl_000060,-1.43,
SAGA_Scl_000060,-1.31,-1.21
SAGA_Scl_000060,-1.33,
SAGA_Scl_000060,-1.24,-1.39
SAGA_Scl_000060,-1.42,
SAGA_Scl_000061,-1.22,-1.36
SAGA_Scl_000061,-1.33,
SAGA_Scl_000061,-1.31,-1.28
SAGA_Scl_000061,-1.33,
SAGA_Scl_000061,-1.05,-1.39
SAGA_Scl_000062,-1.3,-1.33
SAGA_Scl_000062,-1.44,
SAGA_Scl_000062,-1.3,-1.26
SAGA_Scl_000062,-1.32,
SAGA_Scl_000062,-1.2,-1.26
SAGA_Scl_000062,-1.42,
SAGA_Scl_000063,-1.66,-1.46
SAGA_Scl_000063,-1.67,
SAGA_Scl_000064,-1.12,-1.03
SAGA_Scl_000064,-1.17,
SAGA_Scl_000064,-0.98,-1.01
SAGA_Scl_000064,-0.94,-1.09
SAGA_Scl_000064,-1.15,
SAGA_Scl_000065,-1.21,
SAGA_Scl_000065,-1.2,-1.29
SAGA_Scl_000065,-1.21,
SAGA_Scl_000065,-1.54,
SAGA_Scl_000066,-1.2,-1.26
SAGA_Scl_000066,-1.24,
SAGA_Scl_000066,-1.29,
SAGA_Scl_000066,-1.22,-1.19
SAGA_Scl_000066,-1.24,
SAGA_Scl_000066,-1.09,-1.26
SAGA_Scl_000066,-1.27,
SAGA_Scl_000067,-1.24,-1.33
SAGA_Scl_000067,-1.3,
SAGA_Scl_000067,-1.34,
SAGA_Scl_000067,-1.28,-1.28
SAGA_Scl_000067,-1.3,
SAGA_Scl_000067,-1.08,-1.23
SAGA_Scl_000067,-1.32,
SAGA_Scl_000068,-1.45,-1.66
SAGA_Scl_000068,-1.5,
SAGA_Scl_000068,-1.51,
SAGA_Scl_000068,-1.48,-1.54
SAGA_Scl_000068,-1.5,
SAGA_Scl_000068,-1.38,-1.79
SAGA_Scl_000068,-1.49,
SAGA_Scl_000069,-0.84,
SAGA_Scl_000069,-1.24,
SAGA_Scl_000069,-1.23,-1.22
SAGA_Scl_000069,-1.24,
SAGA_Scl_000069,-0.81,-0.19
SAGA_Scl_000070,-2.26,
SAGA_Scl_000070,-2.24,-1.91
SAGA_Scl_000070,-2.26,
SAGA_Scl_000070,-2.66,
SAGA_Scl_000070,-2.09,
SAGA_Scl_000071,-1.38,
SAGA_Scl_000071,-1.36,-1.29
SAGA_Scl_000071,-1.38,
SAGA_Scl_000072,-1.54,-1.49
SAGA_Scl_000072,-1.57,
SAGA_Scl_000072,-1.66,
SAGA_Scl_000072,-1.55,-1.38
SAGA_Scl_000072,-1.57,
SAGA_Scl_000072,-1.78,
SAGA_Scl_000072,-1.51,-1.44
SAGA_Scl_000072,-1.65,
SAGA_Scl_000073,-1.1,-1.23
SAGA_Scl_000073,-1,
SAGA_Scl_000073,-1.21,
SAGA_Scl_000073,-0.98,-0.91
SAGA_Scl_000073,-1,
SAGA_Scl_000073,-1.45,
SAGA_Scl_000073,-0.99,-1.12
SAGA_Scl_000073,-1.19,
SAGA_Scl_000074,-1.41,-1.05
SAGA_Scl_000074,-1.53,
SAGA_Scl_000074,-1.51,-1.26
SAGA_Scl_000074,-1.53,
SAGA_Scl_000074,-1.39,-1.07
SAGA_Scl_000075,-1.56,
SAGA_Scl_000075,-1.54,-1.26
SAGA_Scl_000075,-1.41,
SAGA_Scl_000076,-1.18,
SAGA_Scl_000076,-1.16,-1.16
SAGA_Scl_000076,-1.18,
SAGA_Scl_000077,-1.64,-1.55
SAGA_Scl_000077,-1.68,
SAGA_Scl_000077,-1.65,-1.44
SAGA_Scl_000077,-1.68,
SAGA_Scl_000077,-1.6,-1.43
SAGA_Scl_000078,-1.4,-1.62
SAGA_Scl_000078,-1.49,
SAGA_Scl_000078,-1.47,-1.31
SAGA_Scl_000078,-1.49,
SAGA_Scl_000078,-1.39,-1.54
SAGA_Scl_000079,-1.81,
SAGA_Scl_000079,-1.79,-1.63
SAGA_Scl_000079,-1.81,
SAGA_Scl_000080,-1.21,-1.35
SAGA_Scl_000080,-1.24,
SAGA_Scl_000080,-1.22,-1.21
SAGA_Scl_000080,-1.24,
SAGA_Scl_000080,-1.04,-1.29
SAGA_Scl_000081,-1.66,-1.38
SAGA_Scl_000082,-1.31,-1.39
SAGA_Scl_000082,-1.16,
SAGA_Scl_000082,-1.14,-1.26
SAGA_Scl_000082,-1.16,
SAGA_Scl_000082,-1.19,-1.33
SAGA_Scl_000083,-2.47,-2.16
SAGA_Scl_000083,-2.41,
SAGA_Scl_000083,-2.39,-2.1
SAGA_Scl_000083,-2.41,
SAGA_Scl_000083,-2.64,
SAGA_Scl_000083,-2.49,-2.04
SAGA_Scl_000084,-1.56,
SAGA_Scl_000084,-1.54,-1.31
SAGA_Scl_000084,-1.56,
SAGA_Scl_000085,-1.22,
SAGA_Scl_000085,-1.19,-1.17
SAGA_Scl_000085,-1.22,
SAGA_Scl_000085,-1.07,-1.42
SAGA_Scl_000086,-2.31,-2.03
SAGA_Scl_000086,-2.11,
SAGA_Scl_000086,-2.48,
SAGA_Scl_000086,-2.09,-1.75
SAGA_Scl_000086,-2.11,
SAGA_Scl_000086,-2.34,-1.9
SAGA_Scl_000086,-2.46,
SAGA_Scl_000087,-1.77,
SAGA_Scl_000087,-1.75,-1.65
SAGA_Scl_000087,-1.77,
SAGA_Scl_000088,-1.37,-1.55
SAGA_Scl_000088,-1.53,
SAGA_Scl_000088,-1.51,-1.5
SAGA_Scl_000088,-1.53,
SAGA_Scl_000088,-1.23,-1.6
SAGA_Scl_000089,-1.15,
SAGA_Scl_000089,-1.13,-1.07
SAGA_Scl_000089,-1.15,
SAGA_Scl_000090,-1.24,-1.51
SAGA_Scl_000090,-1.32,
SAGA_Scl_000090,-1.3,-1.11
SAGA_Scl_000090,-1.32,
SAGA_Scl_000090,-1.19,-1.46
SAGA_Scl_000091,-2.27,
SAGA_Scl_000091,-2.25,-1.86
SAGA_Scl_000091,-2.27,
SAGA_Scl_000092,-1.9,
SAGA_Scl_000092,-1.88,-1.63
SAGA_Scl_000092,-1.9,
SAGA_Scl_000093,-1.65,
SAGA_Scl_000093,-1.63,-1.34
SAGA_Scl_000093,-1.65,
SAGA_Scl_000094,-1.93,-1.61
SAGA_Scl_000095,-1.41,
SAGA_Scl_000095,-1.39,-1.27
SAGA_Scl_000095,-1.41,
SAGA_Scl_000096,-2.52,-2.4
SAGA_Scl_000096,-2.62,-2.37
SAGA_Scl_000096,-2.71,
SAGA_Scl_000097,-1.55,-1.85
SAGA_Scl_000097,-1.73,-1.86
SAGA_Scl_000098,-1.89,-2.63
SAGA_Scl_000098,-1.78,-2.62
SAGA_Scl_000098,-1.93,
SAGA_Scl_000099,-1.78,-1.73
SAGA_Scl_000099,-1.95,
SAGA_Scl_000099,-2.11,
SAGA_Scl_000099,-1.77,-1.56
SAGA_Scl_000099,-1.94,
SAGA_Scl_000100,-2.02,-1.86
SAGA_Scl_000100,-1.72,
SAGA_Scl_000100,-2.05,-1.75
SAGA_Scl_000101,-2.57,-2.1
SAGA_Scl_000101,-2.77,
SAGA_Scl_000101,-2.55,-2.08
SAGA_Scl_000101,-2.76,
SAGA_Scl_000102,-1.18,-1.3
SAGA_Scl_000102,-1.26,
SAGA_Scl_000102,-1.06,-1.16
SAGA_Scl_000102,-1.25,
SAGA_Scl_000103,-1.92,-1.88
SAGA_Scl_000103,-1.9,-1.76
SAGA_Scl_000104,-1.02,-1.73
SAGA_Scl_000104,-1.07,-1.61
SAGA_Scl_000105,-2.21,-1.97
SAGA_Scl_000105,-2.07,-1.93
SAGA_Scl_000106,-1.35,-1.54
SAGA_Scl_000106,-1.44,
SAGA_Scl_000106,-1.23,-1.49
SAGA_Scl_000106,-1.43,
SAGA_Scl_000107,-1.84,-1.84
SAGA_Scl_000107,-1.92,
SAGA_Scl_000107,-1.83,-1.76
SAGA_Scl_000107,-1.91,
SAGA_Scl_000108,-1.19,-1.67
SAGA_Scl_000108,-1.38,
SAGA_Scl_000108,-1.16,-1.71
SAGA_Scl_000110,-2.14,-2.08
SAGA_Scl_000110,-2.28,
SAGA_Scl_000110,-2.13,-1.99
SAGA_Scl_000111,-2.18,-2
SAGA_Scl_000111,-2.32,
SAGA_Scl_000111,-2.19,-1.95
SAGA_Scl_000111,-2.31,
SAGA_Scl_000112,-1.61,-1.26
SAGA_Scl_000112,-1.76,
SAGA_Scl_000112,-1.58,-1.16
SAGA_Scl_000112,-1.74,
SAGA_Scl_000114,-1.68,-1.56
SAGA_Scl_000114,-1.76,
SAGA_Scl_000114,-1.61,-1.33
SAGA_Scl_000115,-1.77,-1.65
SAGA_Scl_000115,-1.84,-1.61
SAGA_Scl_000117,-1.44,-1.51
SAGA_Scl_000117,-1.59,
SAGA_Scl_000117,-1.36,-1.46
SAGA_Scl_000117,-1.57,
SAGA_Scl_000119,-1.36,-1.65
SAGA_Scl_000119,-1.27,-1.41
SAGA_Scl_000120,-1.41,-1.62
SAGA_Scl_000120,-1.54,
SAGA_Scl_000120,-1.34,-1.59
SAGA_Scl_000121,-1.85,-1.15
SAGA_Scl_000121,-1.92,
SAGA_Scl_000122,-1.1,-1.09
SAGA_Scl_000122,-1.23,
SAGA_Scl_000122,-1.05,-1.13
SAGA_Scl_000122,-1.22,
SAGA_Scl_000123,-1.46,-1.35
SAGA_Scl_000123,-1.55,
SAGA_Scl_000123,-1.29,-1.11
SAGA_Scl_000123,-1.53,
SAGA_Scl_000124,-1.57,-2.03
SAGA_Scl_000124,-1.6,-1.89
SAGA_Scl_000125,-1.83,-1.76
SAGA_Scl_000125,-2.01,
SAGA_Scl_000125,-1.82,-1.72
SAGA_Scl_000125,-1.99,
SAGA_Scl_000126,-1.21,-1.37
SAGA_Scl_000126,-1.31,
SAGA_Scl_000126,-1.1,-1.13
SAGA_Scl_000126,-1.29,
SAGA_Scl_000127,-1.34,-1.2
SAGA_Scl_000127,-1.56,
SAGA_Scl_000127,-1.34,-1.19
SAGA_Scl_000127,-1.54,
SAGA_Scl_000128,-2.99,-2.7
SAGA_Scl_000128,-2.28,
SAGA_Scl_000128,-2.86,
SAGA_Scl_000128,-1.39,-1.77
SAGA_Scl_000129,-1.31,-1.84
SAGA_Scl_000129,-1.55,
SAGA_Scl_000129,-1.32,-1.84
SAGA_Scl_000130,-1.08,-1.16
SAGA_Scl_000130,-1.23,
SAGA_Scl_000130,-0.96,-1.13
SAGA_Scl_000130,-1.21,
SAGA_Scl_000132,-2.41,-1.73
SAGA_Scl_000132,-2.52,
SAGA_Scl_000132,-2.72,
SAGA_Scl_000132,-2.36,-1.58
SAGA_Scl_000132,-2.5,
SAGA_Scl_000133,-1.78,-1.25
SAGA_Scl_000133,-1.78,
SAGA_Scl_000133,-1.59,-1
SAGA_Scl_000134,-0.91,-0.98
SAGA_Scl_000134,-1.01,
SAGA_Scl_000134,-0.79,-0.97
SAGA_Scl_000134,-1,
SAGA_Scl_000135,-1.59,-2.11
SAGA_Scl_000135,-1.83,
SAGA_Scl_000135,-1.66,-1.84
SAGA_Scl_000136,-2.73,-2.32
SAGA_Scl_000136,-2.82,
SAGA_Scl_000136,-3.05,
SAGA_Scl_000136,-2.68,-2.36
SAGA_Scl_000137,-2.01,-1.04
SAGA_Scl_000137,-2.17,
SAGA_Scl_000137,-2.06,-1.07
SAGA_Scl_000138,-0.89,-0.15
SAGA_Scl_000138,-0.79,-0.24
SAGA_Scl_000139,-1.2,-1.38
SAGA_Scl_000139,-1.13,-1.38
SAGA_Scl_000140,-1.7,-1.75
SAGA_Scl_000140,-1.77,-1.56
SAGA_Scl_000141,-1.53,-1.41
SAGA_Scl_000141,-1.51,
SAGA_Scl_000141,-1.72,
SAGA_Scl_000141,-1.51,
SAGA_Scl_000141,-1.43,-1.29
SAGA_Scl_000141,-1.71,
SAGA_Scl_000142,-1.43,-1.55
SAGA_Scl_000142,-1.41,-1.37
SAGA_Scl_000143,-0.89,-0.53
SAGA_Scl_000143,-1.03,
SAGA_Scl_000143,-0.85,-0.76
SAGA_Scl_000143,-1.02,
SAGA_Scl_000144,-1.31,-1.57
SAGA_Scl_000145,-0.98,-0.99
SAGA_Scl_000146,-1.21,-1.24
SAGA_Scl_000146,-1.3,
SAGA_Scl_000146,-1.37,
SAGA_Scl_000146,-1.17,-1.2
SAGA_Scl_000146,-1.35,
SAGA_Scl_000147,-1.35,-0.86
SAGA_Scl_000147,-1.6,
SAGA_Scl_000147,-1.35,-0.75
SAGA_Scl_000148,-1.05,-1.1
SAGA_Scl_000148,-1.26,
SAGA_Scl_000148,-1.03,-1.31
SAGA_Scl_000149,-1.87,-1.61
SAGA_Scl_000149,-1.99,
SAGA_Scl_000149,-1.85,-1.55
SAGA_Scl_000149,-1.98,
SAGA_Scl_000150,-1.99,-1.91
SAGA_Scl_000150,-1.95,-1.8
SAGA_Scl_000151,-1.2,-1.4
SAGA_Scl_000151,-1.33,
SAGA_Scl_000151,-1.13,-1.36
SAGA_Scl_000151,-1.31,
SAGA_Scl_000152,-1.37,-1.46
SAGA_Scl_000152,-1.48,
SAGA_Scl_000152,-1.25,-1.31
SAGA_Scl_000152,-1.46,
SAGA_Scl_000153,-1.22,-1.24
SAGA_Scl_000153,-1.22,
SAGA_Scl_000153,-1.09,-1.41
SAGA_Scl_000153,-1.21,
SAGA_Scl_000154,-1.38,-1.46
SAGA_Scl_000154,-1.36,-1.45
SAGA_Scl_000155,-2.34,-1.69
SAGA_Scl_000155,-2.32,-1.59
SAGA_Scl_000156,-1.88,-2.17
SAGA_Scl_000156,-1.86,-2.06
SAGA_Scl_000157,-1.87,-1.83
SAGA_Scl_000157,-1.9,-1.75
SAGA_Scl_000158,-2.08,
SAGA_Scl_000158,-2.13,
SAGA_Scl_000158,-1.99,-1.1
SAGA_Scl_000159,-0.91,-1.5
SAGA_Scl_000159,-1.09,
SAGA_Scl_000159,-0.91,-1.16
SAGA_Scl_000160,-2.13,-1.45
SAGA_Scl_000161,-1.37,-0.77
SAGA_Scl_000161,-1.3,-0.39
