4014.0920,0.9801,1.0587
4014.1313,0.9800,1.0587
4014.1706,0.9798,1.0587
4014.2099,0.9796,1.0587
4014.2493,0.9794,1.0587
4014.2886,0.9793,1.0587
4014.3279,0.9782,1.0587
4014.3672,0.9684,1.0587
4014.4065,0.9236,1.0587
4014.4458,0.8051,1.0587
4014.4851,0.6430,1.0587
4014.5244,0.5792,1.0587
4014.5637,0.6865,1.0587
4014.6030,0.8443,1.0587
4014.6424,0.9294,1.0587
4014.6817,0.9506,1.0587
4014.7210,0.9590,1.0587
4014.7603,0.9675,1.0587
4014.7996,0.9646,1.0587
4014.8389,0.9461,1.0587
4014.8782,0.9301,1.0587
4014.9175,0.9378,1.0587
4014.9568,0.9597,1.0587
4014.9962,0.9743,1.0587
4015.0355,0.9781,1.0587
4015.0748,0.9754,1.0587
4015.1141,0.9680,1.0587
4015.1534,0.9618,1.0587
4015.1927,0.9644,1.0587
4015.2320,0.9719,1.0587
4015.2713,0.9753,1.0587
4015.3106,0.9727,1.0587
4015.3499,0.9673,1.0587
4015.3893,0.9617,1.0587
4015.4286,0.9575,1.0587
4015.4679,0.9543,1.0587
4015.5072,0.9488,1.0587
4015.5465,0.9416,1.0587
4015.5858,0.9428,1.0587
4015.6251,0.9555,1.0587
4015.6644,0.9690,1.0587
4015.7037,0.9753,1.0587
4015.7430,0.9754,1.0587
4015.7824,0.9718,1.0587
4015.8217,0.9653,1.0587
4015.8610,0.9617,1.0587
4015.9003,0.9659,1.0587
4015.9396,0.9736,1.0587
4015.9789,0.9783,1.0587
4016.0182,0.9798,1.0587
4016.0575,0.9801,1.0587
4016.0968,0.9802,1.0587
4016.1362,0.9801,1.0587
4016.1755,0.9801,1.0587
4016.2148,0.9800,1.0587
4016.2541,0.9795,1.0587
4016.2934,0.9767,1.0587
4016.3327,0.9677,1.0587
4016.3720,0.9531,1.0587
4016.4113,0.9461,1.0587
4016.4506,0.9552,1.0587
4016.4899,0.9693,1.0587
4016.5293,0.9769,1.0587
4016.5686,0.9790,1.0587
4016.6079,0.9795,1.0587
4016.6472,0.9796,1.0587
4016.6865,0.9797,1.0587
4016.7258,0.9797,1.0587
4016.7651,0.9796,1.0587
4016.8044,0.9792,1.0587
4016.8437,0.9786,1.0587
4016.8830,0.9781,1.0587
4016.9224,0.9776,1.0587
4016.9617,0.9725,1.0587
4017.0010,0.9516,1.0587
4017.0403,0.9000,1.0587
4017.0796,0.8194,1.0587
4017.1189,0.7574,1.0587
4017.1582,0.7792,1.0587
4017.1975,0.8672,1.0587
4017.2368,0.9409,1.0587
4017.2762,0.9709,1.0587
4017.3155,0.9758,1.0587
4017.3548,0.9691,1.0587
4017.3941,0.9534,1.0587
4017.4334,0.9392,1.0587
4017.4727,0.9420,1.0587
4017.5120,0.9571,1.0587
4017.5513,0.9679,1.0587
4017.5906,0.9723,1.0587
4017.6299,0.9757,1.0587
4017.6693,0.9785,1.0587
4017.7086,0.9797,1.0587
4017.7479,0.9800,1.0587
4017.7872,0.9801,1.0587
4017.8265,0.9800,1.0587
4017.8658,0.9799,1.0587
4017.9051,0.9790,1.0587
4017.9444,0.9744,1.0587
4017.9837,0.9585,1.0587
4018.0231,0.9254,1.0587
4018.0624,0.8908,1.0587
4018.1017,0.8874,1.0587
4018.1410,0.9158,1.0587
4018.1803,0.9359,1.0587
4018.2196,0.9278,1.0587
4018.2589,0.9182,1.0587
4018.2982,0.9293,1.0587
4018.3375,0.9467,1.0587
4018.3768,0.9580,1.0587
4018.4162,0.9671,1.0587
4018.4555,0.9738,1.0587
4018.4948,0.9772,1.0587
4018.5341,0.9790,1.0587
4018.5734,0.9798,1.0587
4018.6127,0.9800,1.0587
4018.6520,0.9793,1.0587
4018.6913,0.9745,1.0587
4018.7306,0.9572,1.0587
4018.7699,0.9262,1.0587
