-2.07,0.51
-2.09,0.4
-2.53,0.04
-2.63,-0.18
-2.92,0.06
-2.39,-0.11
-3.71,0.23
-3.06,0.52
-1.99,-0.12
-2.91,0.37
-3.01,0.06
-2.19,0.21
-2.49,-0.05
-2.69,-0.19
-2.94,-0.13
-2.83,0.29
-1.42,0.08
-1.67,0
-2.32,-0.1
-2.4,0.13
-3.6,0.52
-3.78,0.4
-3.57,0.35
-2.9,-0.39
